Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Congo,17100,26600.0,2023,4.85,-8.21%,4.99,4.69,5.48,17185.93,132734.0,1.55,7.72,África,0.3,Alto
Coréia do Sul,25,171.0,2023,4.85,-8.21%,4.99,4.69,5.48,25.13,853.29,6.8,33.96,,0.0,Muito Baixo
Costa do Marfim,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Costa Rica,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Coveite (Kuweit),0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Croácia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cuba,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Curaçao,25135,40807.0,2023,4.85,-8.21%,4.99,4.69,5.48,25261.31,203626.93,1.62,8.06,,0.46,Alto
Dinamarca,1734,15261.0,2023,4.85,-8.21%,4.99,4.69,5.48,1742.71,76152.39,8.76,43.7,Europa,0.17,Médio
Dominica,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
El Salvador,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Emirados Arabes Unidos,1417,6762.0,2023,4.85,-8.21%,4.99,4.69,5.48,1424.12,33742.38,4.75,23.69,,0.08,Baixo
Equador,2790,4392.0,2023,4.85,-8.21%,4.99,4.69,5.48,2804.02,21916.08,1.57,7.82,América do Sul,0.05,Médio
Eslováquia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Espanha,180,4171.0,2023,4.85,-8.21%,4.99,4.69,5.48,180.9,20813.29,23.06,115.05,Europa,0.05,Baixo
Estados Unidos,229839,429091.0,2023,4.85,-8.21%,4.99,4.69,5.48,230993.97,2141164.09,1.86,9.27,,4.81,Alto
Estônia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Filipinas,94,334.0,2023,4.85,-8.21%,4.99,4.69,5.48,94.47,1666.66,3.54,17.64,Ásia,0.0,Muito Baixo
Finlândia,5,11.0,2023,4.85,-8.21%,4.99,4.69,5.48,5.03,54.89,2.19,10.91,Europa,0.0,Muito Baixo
França,2265,14722.0,2023,4.85,-8.21%,4.99,4.69,5.48,2276.38,73462.78,6.47,32.27,Europa,0.16,Médio
Gabão,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gana,7237,29473.0,2023,4.85,-8.21%,4.99,4.69,5.48,7273.37,147070.27,4.05,20.22,África,0.33,Médio
Gibraltar,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Granada,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,1294,3214.0,2023,4.85,-8.21%,4.99,4.69,5.48,1300.5,16037.86,2.47,12.33,Europa,0.04,Baixo
Guatemala,2053,3758.0,2023,4.85,-8.21%,4.99,4.69,5.48,2063.32,18752.42,1.82,9.09,América do Norte e Central,0.04,Médio
Guiana,33651,88715.0,2023,4.85,-8.21%,4.99,4.69,5.48,33820.1,442687.85,2.62,13.09,América do Sul,0.99,Alto
Guiana Francesa,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Haiti,559645,871661.0,2023,4.85,-8.21%,4.99,4.69,5.48,562457.29,4349588.39,1.55,7.73,América do Norte e Central,9.77,Alto
Honduras,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,16255,71025.0,2023,4.85,-8.21%,4.99,4.69,5.48,16336.68,354414.75,4.35,21.69,,0.8,Alto
Hungria,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilha de Man,1428,4533.0,2023,4.85,-8.21%,4.99,4.69,5.48,1435.18,22619.67,3.16,15.76,Europa,0.05,Baixo
Ilhas Virgens,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,60,170.0,2023,4.85,-8.21%,4.99,4.69,5.48,60.3,848.3,2.82,14.07,Ásia,0.0,Muito Baixo
Indonésia,9,30.0,2023,4.85,-8.21%,4.99,4.69,5.48,9.05,149.7,3.31,16.54,Ásia,0.0,Muito Baixo
Irã,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,150,377.0,2023,4.85,-8.21%,4.99,4.69,5.48,150.75,1881.23,2.5,12.48,Europa,0.0,Baixo
Itália,2922,27665.0,2023,4.85,-8.21%,4.99,4.69,5.48,2936.68,138048.35,9.42,47.01,Europa,0.31,Médio
Jamaica,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,22942,57780.0,2023,4.85,-8.21%,4.99,4.69,5.48,23057.29,288322.2,2.51,12.5,Ásia,0.65,Alto
Jordânia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,8,8.0,2023,4.85,-8.21%,4.99,4.69,5.48,8.04,39.92,1.0,4.97,Europa,0.0,Muito Baixo
Líbano,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,39784,42463.0,2023,4.85,-8.21%,4.99,4.69,5.48,39983.92,211890.37,1.06,5.3,África,0.48,Alto
Luxemburgo,581,7048.0,2023,4.85,-8.21%,4.99,4.69,5.48,583.92,35169.52,12.07,60.23,Europa,0.08,Baixo
Macau,7,6.0,2023,4.85,-8.21%,4.99,4.69,5.48,7.04,29.94,0.85,4.25,,0.0,Muito Baixo
Malásia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,3660,6252.0,2023,4.85,-8.21%,4.99,4.69,5.48,3678.39,31197.48,1.7,8.48,,0.07,Médio
Malta,6561,24199.0,2023,4.85,-8.21%,4.99,4.69,5.48,6593.97,120753.01,3.67,18.31,Europa,0.27,Médio
Ilhas Marshall,7417,31691.0,2023,4.85,-8.21%,4.99,4.69,5.48,7454.27,158138.09,4.25,21.21,Austrália/Oceania,0.36,Médio
Martinica,9,31.0,2023,4.85,-8.21%,4.99,4.69,5.48,9.05,154.69,3.43,17.09,América do Norte e Central,0.0,Muito Baixo
Mauritânia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,3,19.0,2023,4.85,-8.21%,4.99,4.69,5.48,3.02,94.81,6.29,31.39,América do Norte e Central,0.0,Muito Baixo
Moçambique,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,10800,16464.0,2023,4.85,-8.21%,4.99,4.69,5.48,10854.27,82155.36,1.52,7.57,África,0.18,Médio
Noruega,861,4243.0,2023,4.85,-8.21%,4.99,4.69,5.48,865.33,21172.57,4.9,24.47,Europa,0.05,Baixo
Nova Caledônia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,338,7177.0,2023,4.85,-8.21%,4.99,4.69,5.48,339.7,35813.23,21.13,105.43,Austrália/Oceania,0.08,Baixo
Omã,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,2244,4958.0,2023,4.85,-8.21%,4.99,4.69,5.48,2255.28,24740.42,2.2,10.97,Europa,0.06,Médio
Palau,45,143.0,2023,4.85,-8.21%,4.99,4.69,5.48,45.23,713.57,3.16,15.78,Austrália/Oceania,0.0,Muito Baixo
Panamá,14785,68173.0,2023,4.85,-8.21%,4.99,4.69,5.48,14859.3,340183.27,4.59,22.89,América do Norte e Central,0.76,Alto
Paraguai,3780378,5517263.0,2023,4.85,-8.21%,4.99,4.69,5.48,3799374.87,27531142.37,1.45,7.25,América do Sul,61.83,Alto
Peru,47277,84282.0,2023,4.85,-8.21%,4.99,4.69,5.48,47514.57,420567.18,1.77,8.85,América do Sul,0.94,Alto
Pitcairn,11,22.0,2023,4.85,-8.21%,4.99,4.69,5.48,11.06,109.78,1.99,9.93,,0.0,Muito Baixo
Polônia,298,590.0,2023,4.85,-8.21%,4.99,4.69,5.48,299.5,2944.1,1.97,9.83,Europa,0.01,Baixo
Porto Rico,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,13742,46311.0,2023,4.85,-8.21%,4.99,4.69,5.48,13811.06,231091.89,3.35,16.73,Europa,0.52,Alto
Quênia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,11326,84547.0,2023,4.85,-8.21%,4.99,4.69,5.48,11382.91,421889.53,7.43,37.06,Europa,0.95,Médio
República Dominicana,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
São Cristóvão e Névis,16,31.0,2023,4.85,-8.21%,4.99,4.69,5.48,16.08,154.69,1.93,9.62,,0.0,Muito Baixo
São Tomé e Príncipe,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,39,139.0,2023,4.85,-8.21%,4.99,4.69,5.48,39.2,693.61,3.55,17.69,América do Norte e Central,0.0,Muito Baixo
Senegal,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,23200,38548.0,2023,4.85,-8.21%,4.99,4.69,5.48,23316.58,192354.52,1.65,8.25,África,0.43,Alto
Sérvia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,3941,19781.0,2023,4.85,-8.21%,4.99,4.69,5.48,3960.8,98707.19,4.99,24.92,,0.22,Médio
Suazilândia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Suíça,2500,28763.0,2023,4.85,-8.21%,4.99,4.69,5.48,2512.56,143527.37,11.45,57.12,Europa,0.32,Médio
Suriname,3105,5235.0,2023,4.85,-8.21%,4.99,4.69,5.48,3120.6,26122.65,1.68,8.37,América do Sul,0.06,Médio
Tailândia,189,1387.0,2023,4.85,-8.21%,4.99,4.69,5.48,189.95,6921.13,7.3,36.44,Ásia,0.02,Baixo
Taiwan,4208,19998.0,2023,4.85,-8.21%,4.99,4.69,5.48,4229.15,99790.02,4.73,23.6,Ásia,0.22,Médio
Tanzânia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,405,3348.0,2023,4.85,-8.21%,4.99,4.69,5.48,407.04,16706.52,8.23,41.04,,0.04,Baixo
Togo,14550,25235.0,2023,4.85,-8.21%,4.99,4.69,5.48,14623.12,125922.65,1.73,8.61,África,0.28,Alto
Toquelau,3,10.0,2023,4.85,-8.21%,4.99,4.69,5.48,3.02,49.9,3.31,16.52,,0.0,Muito Baixo
Trinidade Tobago,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,28104,95421.0,2023,4.85,-8.21%,4.99,4.69,5.48,28245.23,476150.79,3.38,16.86,Ásia,1.07,Alto
Tuvalu,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,326093,454271.0,2023,4.85,-8.21%,4.99,4.69,5.48,327731.66,2266812.29,1.39,6.92,América do Sul,5.09,Alto
Vanuatu,0,0.0,2023,4.85,-8.21%,4.99,4.69,5.48,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,141030,220512.0,2023,4.85,-8.21%,4.99,4.69,5.48,141738.69,1100354.88,1.56,7.76,América do Sul,2.47,Alto
Vietnã,72,128.0,2023,4.85,-8.21%,4.99,4.69,5.48,72.36,638.72,1.77,8.83,Ásia,0.0,Muito Baixo
