Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Belice,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Benin,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Bermudas,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Bolívia,19147,25998.0,2013,2.36,+15.31%,2.16,1.94,2.46,19243.22,56155.68,1.35,2.92,América do Sul,0.11,Médio
Bósnia-Herzegovina,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Brasil,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Bulgária,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cabo Verde,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Camarões,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Canadá,25329,174643.0,2013,2.36,+15.31%,2.16,1.94,2.46,25456.28,377228.88,6.86,14.82,América do Norte e Central,0.77,Médio
Catar,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Ilhas Cayman,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Chile,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
China,40929,279956.0,2013,2.36,+15.31%,2.16,1.94,2.46,41134.67,604704.96,6.81,14.7,Ásia,1.23,Alto
Chipre,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Cingapura,766,5779.0,2013,2.36,+15.31%,2.16,1.94,2.46,769.85,12482.64,7.51,16.21,Ásia,0.03,Muito Baixo
Ilhas Cocos,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Colômbia,8,30.0,2013,2.36,+15.31%,2.16,1.94,2.46,8.04,64.8,3.73,8.06,América do Sul,0.0,Muito Baixo
Comores,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Congo,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Coréia do Sul,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Costa do Marfim,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Costa Rica,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Coveite (Kuweit),0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Croácia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cuba,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Curaçao,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Dinamarca,17892,101915.0,2013,2.36,+15.31%,2.16,1.94,2.46,17981.91,220136.4,5.67,12.24,Europa,0.45,Médio
Dominica,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
El Salvador,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Emirados Arabes Unidos,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Equador,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Eslováquia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Espanha,1972980,3748940.0,2013,2.36,+15.31%,2.16,1.94,2.46,1982894.47,8097710.4,1.89,4.08,Europa,16.48,Alto
Estados Unidos,245368,786556.0,2013,2.36,+15.31%,2.16,1.94,2.46,246601.01,1698960.96,3.19,6.89,,3.46,Alto
Estônia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Filipinas,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Finlândia,36682,283114.0,2013,2.36,+15.31%,2.16,1.94,2.46,36866.33,611526.24,7.68,16.59,Europa,1.24,Médio
França,6885,42256.0,2013,2.36,+15.31%,2.16,1.94,2.46,6919.6,91272.96,6.11,13.19,Europa,0.19,Baixo
Gabão,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gana,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gibraltar,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Granada,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Guatemala,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Guiana,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guiana Francesa,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,1108,5336.0,2013,2.36,+15.31%,2.16,1.94,2.46,1113.57,11525.76,4.79,10.35,,0.02,Muito Baixo
Haiti,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Honduras,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,16013,61224.0,2013,2.36,+15.31%,2.16,1.94,2.46,16093.47,132243.84,3.8,8.22,,0.27,Médio
Hungria,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilha de Man,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Virgens,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Indonésia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Itália,1710,11967.0,2013,2.36,+15.31%,2.16,1.94,2.46,1718.59,25848.72,6.96,15.04,Europa,0.05,Baixo
Jamaica,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,91988,429088.0,2013,2.36,+15.31%,2.16,1.94,2.46,92450.25,926830.08,4.64,10.03,Ásia,1.89,Alto
Jordânia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Luxemburgo,5135,29474.0,2013,2.36,+15.31%,2.16,1.94,2.46,5160.8,63663.84,5.71,12.34,Europa,0.13,Baixo
Macau,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Marshall,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Martinica,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Moçambique,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,1350,2245.0,2013,2.36,+15.31%,2.16,1.94,2.46,1356.78,4849.2,1.65,3.57,África,0.01,Muito Baixo
Noruega,2375,19008.0,2013,2.36,+15.31%,2.16,1.94,2.46,2386.93,41057.28,7.96,17.2,Europa,0.08,Baixo
Nova Caledônia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,1004,4092.0,2013,2.36,+15.31%,2.16,1.94,2.46,1009.05,8838.72,4.06,8.76,Austrália/Oceania,0.02,Muito Baixo
Omã,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,57792,255690.0,2013,2.36,+15.31%,2.16,1.94,2.46,58082.41,552290.4,4.4,9.51,Europa,1.12,Alto
Palau,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Paraguai,481564,680828.0,2013,2.36,+15.31%,2.16,1.94,2.46,483983.92,1470588.48,1.41,3.04,América do Sul,2.99,Alto
Peru,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,19249,90960.0,2013,2.36,+15.31%,2.16,1.94,2.46,19345.73,196473.6,4.7,10.16,Europa,0.4,Médio
Porto Rico,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,23810,17627.0,2013,2.36,+15.31%,2.16,1.94,2.46,23929.65,38074.32,0.74,1.59,Europa,0.08,Médio
Quênia,6,4.0,2013,2.36,+15.31%,2.16,1.94,2.46,6.03,8.64,0.66,1.43,África,0.0,Muito Baixo
Reino Unido,59161,305005.0,2013,2.36,+15.31%,2.16,1.94,2.46,59458.29,658810.8,5.13,11.08,Europa,1.34,Alto
República Dominicana,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,5893291,14795694.0,2013,2.36,+15.31%,2.16,1.94,2.46,5922905.53,31958699.04,2.5,5.4,Europa,65.05,Alto
São Cristóvão e Névis,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Sérvia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,3195,20183.0,2013,2.36,+15.31%,2.16,1.94,2.46,3211.06,43595.28,6.29,13.58,Europa,0.09,Baixo
Suíça,2997,29785.0,2013,2.36,+15.31%,2.16,1.94,2.46,3012.06,64335.6,9.89,21.36,Europa,0.13,Baixo
Suriname,1800,2960.0,2013,2.36,+15.31%,2.16,1.94,2.46,1809.05,6393.6,1.64,3.53,América do Sul,0.01,Baixo
Tailândia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Taiwan,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tanzânia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,3697,23549.0,2013,2.36,+15.31%,2.16,1.94,2.46,3715.58,50865.84,6.34,13.69,,0.1,Baixo
Togo,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tuvalu,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,1526,13343.0,2013,2.36,+15.31%,2.16,1.94,2.46,1533.67,28820.88,8.7,18.79,América do Sul,0.06,Muito Baixo
Vanuatu,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vietnã,0,0.0,2013,2.36,+15.31%,2.16,1.94,2.46,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
