Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Grécia,561,1994.0,2019,4.02,+3.56%,3.95,3.64,4.28,563.82,7876.3,3.54,13.97,Europa,0.03,Baixo
Guatemala,1597,8719.0,2019,4.02,+3.56%,3.95,3.64,4.28,1605.03,34440.05,5.43,21.46,América do Norte e Central,0.15,Médio
Guiana,424,1311.0,2019,4.02,+3.56%,3.95,3.64,4.28,426.13,5178.45,3.08,12.15,América do Sul,0.02,Baixo
Guiana Francesa,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Haiti,81873,129803.0,2019,4.02,+3.56%,3.95,3.64,4.28,82284.42,512721.85,1.58,6.23,América do Norte e Central,2.19,Alto
Honduras,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,9651,42020.0,2019,4.02,+3.56%,3.95,3.64,4.28,9699.5,165979.0,4.33,17.11,,0.71,Alto
Hungria,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilha de Man,28,175.0,2019,4.02,+3.56%,3.95,3.64,4.28,28.14,691.25,6.22,24.56,Europa,0.0,Muito Baixo
Ilhas Virgens,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,51,273.0,2019,4.02,+3.56%,3.95,3.64,4.28,51.26,1078.35,5.33,21.04,Ásia,0.0,Baixo
Indonésia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Itália,587,1625.0,2019,4.02,+3.56%,3.95,3.64,4.28,589.95,6418.75,2.75,10.88,Europa,0.03,Baixo
Jamaica,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,40621,99642.0,2019,4.02,+3.56%,3.95,3.64,4.28,40825.13,393585.9,2.44,9.64,Ásia,1.68,Alto
Jordânia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,4441,20068.0,2019,4.02,+3.56%,3.95,3.64,4.28,4463.32,79268.6,4.5,17.76,África,0.34,Médio
Luxemburgo,1666,11211.0,2019,4.02,+3.56%,3.95,3.64,4.28,1674.37,44283.45,6.7,26.45,Europa,0.19,Médio
Macau,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,48,110.0,2019,4.02,+3.56%,3.95,3.64,4.28,48.24,434.5,2.28,9.01,Ásia,0.0,Muito Baixo
Malavi,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,3661,8828.0,2019,4.02,+3.56%,3.95,3.64,4.28,3679.4,34870.6,2.4,9.48,Europa,0.15,Médio
Ilhas Marshall,7276,15786.0,2019,4.02,+3.56%,3.95,3.64,4.28,7312.56,62354.7,2.16,8.53,Austrália/Oceania,0.27,Alto
Martinica,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,4,4.0,2019,4.02,+3.56%,3.95,3.64,4.28,4.02,15.8,1.0,3.93,América do Norte e Central,0.0,Muito Baixo
Moçambique,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,9,46.0,2019,4.02,+3.56%,3.95,3.64,4.28,9.05,181.7,5.08,20.08,Europa,0.0,Muito Baixo
Namíbia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,28437,38555.0,2019,4.02,+3.56%,3.95,3.64,4.28,28579.9,152292.25,1.35,5.33,África,0.65,Alto
Noruega,628,3139.0,2019,4.02,+3.56%,3.95,3.64,4.28,631.16,12399.05,4.97,19.64,Europa,0.05,Baixo
Nova Caledônia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,500,2832.0,2019,4.02,+3.56%,3.95,3.64,4.28,502.51,11186.4,5.64,22.26,Austrália/Oceania,0.05,Baixo
Omã,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,44882,148031.0,2019,4.02,+3.56%,3.95,3.64,4.28,45107.54,584722.45,3.28,12.96,Europa,2.49,Alto
Palau,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,7918,29017.0,2019,4.02,+3.56%,3.95,3.64,4.28,7957.79,114617.15,3.65,14.4,América do Norte e Central,0.49,Alto
Paraguai,2419537,3826587.0,2019,4.02,+3.56%,3.95,3.64,4.28,2431695.48,15115018.65,1.57,6.22,América do Sul,64.48,Alto
Peru,9755,17310.0,2019,4.02,+3.56%,3.95,3.64,4.28,9804.02,68374.5,1.77,6.97,América do Sul,0.29,Alto
Pitcairn,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,5,11.0,2019,4.02,+3.56%,3.95,3.64,4.28,5.03,43.45,2.19,8.64,Europa,0.0,Muito Baixo
Porto Rico,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,18328,72413.0,2019,4.02,+3.56%,3.95,3.64,4.28,18420.1,286031.35,3.93,15.53,Europa,1.22,Alto
Quênia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,34295,164592.0,2019,4.02,+3.56%,3.95,3.64,4.28,34467.34,650138.4,4.78,18.86,Europa,2.77,Alto
República Dominicana,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
São Cristóvão e Névis,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,18,717.0,2019,4.02,+3.56%,3.95,3.64,4.28,18.09,2832.15,39.64,156.56,África,0.01,Muito Baixo
Sérvia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,28,761.0,2019,4.02,+3.56%,3.95,3.64,4.28,28.14,3005.95,27.04,106.82,Europa,0.01,Muito Baixo
Suíça,2223,28503.0,2019,4.02,+3.56%,3.95,3.64,4.28,2234.17,112586.85,12.76,50.39,Europa,0.48,Médio
Suriname,3206,4741.0,2019,4.02,+3.56%,3.95,3.64,4.28,3222.11,18726.95,1.47,5.81,América do Sul,0.08,Médio
Tailândia,128,832.0,2019,4.02,+3.56%,3.95,3.64,4.28,128.64,3286.4,6.47,25.55,Ásia,0.01,Baixo
Taiwan,12,67.0,2019,4.02,+3.56%,3.95,3.64,4.28,12.06,264.65,5.56,21.94,Ásia,0.0,Muito Baixo
Tanzânia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,2115,16391.0,2019,4.02,+3.56%,3.95,3.64,4.28,2125.63,64744.45,7.71,30.46,,0.28,Médio
Togo,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,115,209.0,2019,4.02,+3.56%,3.95,3.64,4.28,115.58,825.55,1.81,7.14,Ásia,0.0,Baixo
Tuvalu,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,6180,18497.0,2019,4.02,+3.56%,3.95,3.64,4.28,6211.06,73063.15,2.98,11.76,América do Sul,0.31,Médio
Vanuatu,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,0,0.0,2019,4.02,+3.56%,3.95,3.64,4.28,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vietnã,20,32.0,2019,4.02,+3.56%,3.95,3.64,4.28,20.1,126.4,1.59,6.29,Ásia,0.0,Muito Baixo
