Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Bélgica,2790,16405.0,2017,3.31,+1.78%,3.19,3.04,3.41,2804.02,52331.95,5.85,18.66,Europa,0.23,Baixo
Belice,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Benin,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Bermudas,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Bolívia,9495,23085.0,2017,3.31,+1.78%,3.19,3.04,3.41,9542.71,73641.15,2.42,7.72,América do Sul,0.32,Médio
Bósnia-Herzegovina,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Brasil,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Bulgária,117,1579.0,2017,3.31,+1.78%,3.19,3.04,3.41,117.59,5037.01,13.43,42.84,Europa,0.02,Muito Baixo
Cabo Verde,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Camarões,1749,7476.0,2017,3.31,+1.78%,3.19,3.04,3.41,1757.79,23848.44,4.25,13.57,África,0.1,Baixo
Canadá,6075,30658.0,2017,3.31,+1.78%,3.19,3.04,3.41,6105.53,97799.02,5.02,16.02,América do Norte e Central,0.43,Médio
Catar,13338,81606.0,2017,3.31,+1.78%,3.19,3.04,3.41,13405.03,260323.14,6.09,19.42,Ásia,1.14,Médio
Ilhas Cayman,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Chile,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
China,67594,266086.0,2017,3.31,+1.78%,3.19,3.04,3.41,67933.67,848814.34,3.92,12.49,Ásia,3.73,Alto
Chipre,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Cingapura,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Ilhas Cocos,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Colômbia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Comores,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Congo,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Coréia do Sul,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Costa do Marfim,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Costa Rica,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Coveite (Kuweit),0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Croácia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cuba,62791,72229.0,2017,3.31,+1.78%,3.19,3.04,3.41,63106.53,230410.51,1.14,3.65,América do Norte e Central,1.01,Alto
Curaçao,12340,23011.0,2017,3.31,+1.78%,3.19,3.04,3.41,12402.01,73405.09,1.86,5.92,,0.32,Médio
Dinamarca,581,2829.0,2017,3.31,+1.78%,3.19,3.04,3.41,583.92,9024.51,4.84,15.46,Europa,0.04,Muito Baixo
Dominica,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
El Salvador,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Emirados Arabes Unidos,675,3302.0,2017,3.31,+1.78%,3.19,3.04,3.41,678.39,10533.38,4.87,15.53,,0.05,Muito Baixo
Equador,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Eslováquia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Espanha,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Estados Unidos,132688,1523699.0,2017,3.31,+1.78%,3.19,3.04,3.41,133354.77,4860599.81,11.43,36.45,,21.35,Alto
Estônia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Filipinas,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Finlândia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
França,4253,21654.0,2017,3.31,+1.78%,3.19,3.04,3.41,4274.37,69076.26,5.07,16.16,Europa,0.3,Médio
Gabão,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gana,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gibraltar,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Granada,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Guatemala,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Guiana,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guiana Francesa,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,48,90.0,2017,3.31,+1.78%,3.19,3.04,3.41,48.24,287.1,1.87,5.95,,0.0,Muito Baixo
Guine Equatorial,2639,30563.0,2017,3.31,+1.78%,3.19,3.04,3.41,2652.26,97495.97,11.52,36.76,,0.43,Baixo
Haiti,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Honduras,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,1934,8180.0,2017,3.31,+1.78%,3.19,3.04,3.41,1943.72,26094.2,4.21,13.42,,0.11,Baixo
Hungria,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilha de Man,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Virgens,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Indonésia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Itália,468,2248.0,2017,3.31,+1.78%,3.19,3.04,3.41,470.35,7171.12,4.78,15.25,Europa,0.03,Muito Baixo
Jamaica,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,33909,92886.0,2017,3.31,+1.78%,3.19,3.04,3.41,34079.4,296306.34,2.73,8.69,Ásia,1.3,Alto
Jordânia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,387,3723.0,2017,3.31,+1.78%,3.19,3.04,3.41,388.94,11876.37,9.57,30.54,Europa,0.05,Muito Baixo
Líbano,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Luxemburgo,2719,21947.0,2017,3.31,+1.78%,3.19,3.04,3.41,2732.66,70010.93,8.03,25.62,Europa,0.31,Baixo
Macau,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Marshall,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Martinica,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,664,2292.0,2017,3.31,+1.78%,3.19,3.04,3.41,667.34,7311.48,3.43,10.96,América do Norte e Central,0.03,Muito Baixo
Moçambique,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Noruega,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Nova Caledônia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,1678,8140.0,2017,3.31,+1.78%,3.19,3.04,3.41,1686.43,25966.6,4.83,15.4,Austrália/Oceania,0.11,Baixo
Omã,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Palau,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Paraguai,2393468,4274650.0,2017,3.31,+1.78%,3.19,3.04,3.41,2405495.48,13636133.5,1.78,5.67,América do Sul,59.91,Alto
Peru,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Porto Rico,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Quênia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,60711,242883.0,2017,3.31,+1.78%,3.19,3.04,3.41,61016.08,774796.77,3.98,12.7,Europa,3.4,Alto
República Dominicana,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
São Cristóvão e Névis,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Sérvia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,15445,64953.0,2017,3.31,+1.78%,3.19,3.04,3.41,15522.61,207200.07,4.18,13.35,Europa,0.91,Alto
Suíça,6525,74816.0,2017,3.31,+1.78%,3.19,3.04,3.41,6557.79,238663.04,11.41,36.39,Europa,1.05,Médio
Suriname,3690,5638.0,2017,3.31,+1.78%,3.19,3.04,3.41,3708.54,17985.22,1.52,4.85,América do Sul,0.08,Baixo
Tailândia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Taiwan,14988,43954.0,2017,3.31,+1.78%,3.19,3.04,3.41,15063.32,140213.26,2.92,9.31,Ásia,0.62,Alto
Tanzânia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,2746,16947.0,2017,3.31,+1.78%,3.19,3.04,3.41,2759.8,54060.93,6.14,19.59,,0.24,Baixo
Togo,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tuvalu,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vanuatu,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,680,2646.0,2017,3.31,+1.78%,3.19,3.04,3.41,683.42,8440.74,3.87,12.35,América do Sul,0.04,Muito Baixo
Vietnã,0,0.0,2017,3.31,+1.78%,3.19,3.04,3.41,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
