Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Haiti,399128,471152.0,2020,5.19,+29.22%,5.16,4.0,5.97,401133.67,2431144.32,1.17,6.06,América do Norte e Central,7.75,Alto
Honduras,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,15159,41987.0,2020,5.19,+29.22%,5.16,4.0,5.97,15235.18,216652.92,2.76,14.22,,0.69,Alto
Hungria,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilha de Man,11,121.0,2020,5.19,+29.22%,5.16,4.0,5.97,11.06,624.36,10.94,56.45,Europa,0.0,Muito Baixo
Ilhas Virgens,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,7,10.0,2020,5.19,+29.22%,5.16,4.0,5.97,7.04,51.6,1.42,7.33,Ásia,0.0,Muito Baixo
Indonésia,5,6.0,2020,5.19,+29.22%,5.16,4.0,5.97,5.03,30.96,1.19,6.16,Ásia,0.0,Muito Baixo
Irã,21,35.0,2020,5.19,+29.22%,5.16,4.0,5.97,21.11,180.6,1.66,8.56,Ásia,0.0,Muito Baixo
Iraque,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,29,257.0,2020,5.19,+29.22%,5.16,4.0,5.97,29.15,1326.12,8.82,45.49,Europa,0.0,Muito Baixo
Itália,91,376.0,2020,5.19,+29.22%,5.16,4.0,5.97,91.46,1940.16,4.11,21.21,Europa,0.01,Baixo
Jamaica,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,36442,92674.0,2020,5.19,+29.22%,5.16,4.0,5.97,36625.13,478197.84,2.53,13.06,Ásia,1.52,Alto
Jordânia,12,52.0,2020,5.19,+29.22%,5.16,4.0,5.97,12.06,268.32,4.31,22.25,Ásia,0.0,Muito Baixo
Letônia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,5155,17624.0,2020,5.19,+29.22%,5.16,4.0,5.97,5180.9,90939.84,3.4,17.55,África,0.29,Médio
Luxemburgo,1086,5110.0,2020,5.19,+29.22%,5.16,4.0,5.97,1091.46,26367.6,4.68,24.16,Europa,0.08,Médio
Macau,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,3490,9688.0,2020,5.19,+29.22%,5.16,4.0,5.97,3507.54,49990.08,2.76,14.25,Europa,0.16,Médio
Ilhas Marshall,6270,19639.0,2020,5.19,+29.22%,5.16,4.0,5.97,6301.51,101337.24,3.12,16.08,Austrália/Oceania,0.32,Alto
Martinica,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,24,226.0,2020,5.19,+29.22%,5.16,4.0,5.97,24.12,1166.16,9.37,48.35,América do Norte e Central,0.0,Muito Baixo
Moçambique,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,9,20.0,2020,5.19,+29.22%,5.16,4.0,5.97,9.05,103.2,2.21,11.4,Europa,0.0,Muito Baixo
Namíbia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,12094,26514.0,2020,5.19,+29.22%,5.16,4.0,5.97,12154.77,136812.24,2.18,11.26,África,0.44,Alto
Noruega,1859,15134.0,2020,5.19,+29.22%,5.16,4.0,5.97,1868.34,78091.44,8.1,41.8,Europa,0.25,Médio
Nova Caledônia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,95,515.0,2020,5.19,+29.22%,5.16,4.0,5.97,95.48,2657.4,5.39,27.83,Austrália/Oceania,0.01,Baixo
Omã,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,248,1532.0,2020,5.19,+29.22%,5.16,4.0,5.97,249.25,7905.12,6.15,31.72,Europa,0.03,Baixo
Palau,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,10821,28372.0,2020,5.19,+29.22%,5.16,4.0,5.97,10875.38,146399.52,2.61,13.46,América do Norte e Central,0.47,Alto
Paraguai,3299013,3869243.0,2020,5.19,+29.22%,5.16,4.0,5.97,3315590.95,19965293.88,1.17,6.02,América do Sul,63.66,Alto
Peru,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,74,86.0,2020,5.19,+29.22%,5.16,4.0,5.97,74.37,443.76,1.16,5.97,Europa,0.0,Baixo
Porto Rico,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,7958,34518.0,2020,5.19,+29.22%,5.16,4.0,5.97,7997.99,178112.88,4.32,22.27,Europa,0.57,Alto
Quênia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,22913,82722.0,2020,5.19,+29.22%,5.16,4.0,5.97,23028.14,426845.52,3.59,18.54,Europa,1.36,Alto
República Dominicana,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,1463,8550.0,2020,5.19,+29.22%,5.16,4.0,5.97,1470.35,44118.0,5.81,30.01,Europa,0.14,Médio
São Cristóvão e Névis,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,9240,13050.0,2020,5.19,+29.22%,5.16,4.0,5.97,9286.43,67338.0,1.41,7.25,África,0.21,Alto
Sérvia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,6,24.0,2020,5.19,+29.22%,5.16,4.0,5.97,6.03,123.84,3.98,20.54,Europa,0.0,Muito Baixo
Suíça,2827,27930.0,2020,5.19,+29.22%,5.16,4.0,5.97,2841.21,144118.8,9.83,50.72,Europa,0.46,Médio
Suriname,4185,5277.0,2020,5.19,+29.22%,5.16,4.0,5.97,4206.03,27229.32,1.25,6.47,América do Sul,0.09,Médio
Tailândia,534,1753.0,2020,5.19,+29.22%,5.16,4.0,5.97,536.68,9045.48,3.27,16.85,Ásia,0.03,Baixo
Taiwan,963,4673.0,2020,5.19,+29.22%,5.16,4.0,5.97,967.84,24112.68,4.83,24.91,Ásia,0.08,Baixo
Tanzânia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,563,4805.0,2020,5.19,+29.22%,5.16,4.0,5.97,565.83,24793.8,8.49,43.82,,0.08,Baixo
Togo,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tuvalu,2,4.0,2020,5.19,+29.22%,5.16,4.0,5.97,2.01,20.64,1.99,10.27,Austrália/Oceania,0.0,Muito Baixo
Uruguai,0,0.0,2020,5.19,+29.22%,5.16,4.0,5.97,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vanuatu,18,31.0,2020,5.19,+29.22%,5.16,4.0,5.97,18.09,159.96,1.71,8.84,Austrália/Oceania,0.0,Muito Baixo
Venezuela,4086,9808.0,2020,5.19,+29.22%,5.16,4.0,5.97,4106.53,50609.28,2.39,12.32,América do Sul,0.16,Médio
Vietnã,86,584.0,2020,5.19,+29.22%,5.16,4.0,5.97,86.43,3013.44,6.76,34.87,Ásia,0.01,Baixo
