Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Bolívia,21566,57424.0,2018,3.88,+17.17%,3.66,3.12,4.22,21674.37,210171.84,2.65,9.7,América do Sul,0.77,Alto
Bósnia-Herzegovina,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Brasil,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Bulgária,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cabo Verde,18,48.0,2018,3.88,+17.17%,3.66,3.12,4.22,18.09,175.68,2.65,9.71,África,0.0,Muito Baixo
Camarões,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Canadá,5308,20414.0,2018,3.88,+17.17%,3.66,3.12,4.22,5334.67,74715.24,3.83,14.01,América do Norte e Central,0.27,Médio
Catar,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Ilhas Cayman,19,203.0,2018,3.88,+17.17%,3.66,3.12,4.22,19.1,742.98,10.63,38.9,América do Norte e Central,0.0,Muito Baixo
Chile,11049,42832.0,2018,3.88,+17.17%,3.66,3.12,4.22,11104.52,156765.12,3.86,14.12,América do Sul,0.57,Alto
China,30835,126336.0,2018,3.88,+17.17%,3.66,3.12,4.22,30989.95,462389.76,4.08,14.92,Ásia,1.69,Alto
Chipre,279,480.0,2018,3.88,+17.17%,3.66,3.12,4.22,280.4,1756.8,1.71,6.27,Ásia,0.01,Muito Baixo
Cingapura,3298,11616.0,2018,3.88,+17.17%,3.66,3.12,4.22,3314.57,42514.56,3.5,12.83,Ásia,0.16,Baixo
Ilhas Cocos,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Colômbia,6944,26273.0,2018,3.88,+17.17%,3.66,3.12,4.22,6978.89,96159.18,3.76,13.78,América do Sul,0.35,Médio
Comores,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Congo,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Coréia do Sul,120,109.0,2018,3.88,+17.17%,3.66,3.12,4.22,120.6,398.94,0.9,3.31,,0.0,Muito Baixo
Costa do Marfim,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Costa Rica,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Coveite (Kuweit),0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Croácia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cuba,4776,5584.0,2018,3.88,+17.17%,3.66,3.12,4.22,4800.0,20437.44,1.16,4.26,América do Norte e Central,0.07,Médio
Curaçao,23930,43676.0,2018,3.88,+17.17%,3.66,3.12,4.22,24050.25,159854.16,1.82,6.65,,0.58,Alto
Dinamarca,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Dominica,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
El Salvador,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Emirados Arabes Unidos,360,1762.0,2018,3.88,+17.17%,3.66,3.12,4.22,361.81,6448.92,4.87,17.82,,0.02,Muito Baixo
Equador,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Eslováquia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Espanha,6123,22631.0,2018,3.88,+17.17%,3.66,3.12,4.22,6153.77,82829.46,3.68,13.46,Europa,0.3,Médio
Estados Unidos,169109,512519.0,2018,3.88,+17.17%,3.66,3.12,4.22,169958.79,1875819.54,3.02,11.04,,6.85,Alto
Estônia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Filipinas,9608,16205.0,2018,3.88,+17.17%,3.66,3.12,4.22,9656.28,59310.3,1.68,6.14,Ásia,0.22,Alto
Finlândia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
França,11077,48677.0,2018,3.88,+17.17%,3.66,3.12,4.22,11132.66,178157.82,4.37,16.0,Europa,0.65,Alto
Gabão,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gana,9000,13502.0,2018,3.88,+17.17%,3.66,3.12,4.22,9045.23,49417.32,1.49,5.46,África,0.18,Médio
Gibraltar,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Granada,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,232,730.0,2018,3.88,+17.17%,3.66,3.12,4.22,233.17,2671.8,3.13,11.46,Europa,0.01,Muito Baixo
Guatemala,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Guiana,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guiana Francesa,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,8389,26808.0,2018,3.88,+17.17%,3.66,3.12,4.22,8431.16,98117.28,3.18,11.64,,0.36,Médio
Haiti,79500,144425.0,2018,3.88,+17.17%,3.66,3.12,4.22,79899.5,528595.5,1.81,6.62,América do Norte e Central,1.93,Alto
Honduras,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,1742,9029.0,2018,3.88,+17.17%,3.66,3.12,4.22,1750.75,33046.14,5.16,18.88,,0.12,Baixo
Hungria,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilha de Man,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Virgens,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Indonésia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,7560,25767.0,2018,3.88,+17.17%,3.66,3.12,4.22,7597.99,94307.22,3.39,12.41,Europa,0.34,Médio
Itália,3661,13260.0,2018,3.88,+17.17%,3.66,3.12,4.22,3679.4,48531.6,3.6,13.19,Europa,0.18,Baixo
Jamaica,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,36992,112342.0,2018,3.88,+17.17%,3.66,3.12,4.22,37177.89,411171.72,3.02,11.06,Ásia,1.5,Alto
Jordânia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,658,3100.0,2018,3.88,+17.17%,3.66,3.12,4.22,661.31,11346.0,4.69,17.16,África,0.04,Baixo
Luxemburgo,1778,11053.0,2018,3.88,+17.17%,3.66,3.12,4.22,1786.93,40453.98,6.19,22.64,Europa,0.15,Baixo
Macau,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,15,33.0,2018,3.88,+17.17%,3.66,3.12,4.22,15.08,120.78,2.19,8.01,Ásia,0.0,Muito Baixo
Malavi,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,503,1192.0,2018,3.88,+17.17%,3.66,3.12,4.22,505.53,4362.72,2.36,8.63,Europa,0.02,Muito Baixo
Ilhas Marshall,923,2436.0,2018,3.88,+17.17%,3.66,3.12,4.22,927.64,8915.76,2.63,9.61,Austrália/Oceania,0.03,Baixo
Martinica,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,2748,9744.0,2018,3.88,+17.17%,3.66,3.12,4.22,2761.81,35663.04,3.53,12.91,América do Norte e Central,0.13,Baixo
Moçambique,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,5175,6250.0,2018,3.88,+17.17%,3.66,3.12,4.22,5201.01,22875.0,1.2,4.4,África,0.08,Médio
Noruega,1295,9847.0,2018,3.88,+17.17%,3.66,3.12,4.22,1301.51,36040.02,7.57,27.69,Europa,0.13,Baixo
Nova Caledônia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,969,5565.0,2018,3.88,+17.17%,3.66,3.12,4.22,973.87,20367.9,5.71,20.91,Austrália/Oceania,0.07,Baixo
Omã,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,9451,32395.0,2018,3.88,+17.17%,3.66,3.12,4.22,9498.49,118565.7,3.41,12.48,Europa,0.43,Alto
Palau,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,1183,3117.0,2018,3.88,+17.17%,3.66,3.12,4.22,1188.94,11408.22,2.62,9.6,América do Norte e Central,0.04,Baixo
Paraguai,3234168,5494321.0,2018,3.88,+17.17%,3.66,3.12,4.22,3250420.1,20109214.86,1.69,6.19,América do Sul,73.39,Alto
Peru,5193,19372.0,2018,3.88,+17.17%,3.66,3.12,4.22,5219.1,70901.52,3.71,13.59,América do Sul,0.26,Médio
Pitcairn,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,720,4679.0,2018,3.88,+17.17%,3.66,3.12,4.22,723.62,17125.14,6.47,23.67,Europa,0.06,Baixo
Porto Rico,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Quênia,6771,31225.0,2018,3.88,+17.17%,3.66,3.12,4.22,6805.03,114283.5,4.59,16.79,África,0.42,Médio
Reino Unido,67708,296827.0,2018,3.88,+17.17%,3.66,3.12,4.22,68048.24,1086386.82,4.36,15.96,Europa,3.97,Alto
República Dominicana,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
São Cristóvão e Névis,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,2184,2357.0,2018,3.88,+17.17%,3.66,3.12,4.22,2194.97,8626.62,1.07,3.93,África,0.03,Baixo
São Vicente e Granadinas,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Sérvia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,8062,34563.0,2018,3.88,+17.17%,3.66,3.12,4.22,8102.51,126500.58,4.27,15.61,Europa,0.46,Médio
Suíça,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Suriname,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Tailândia,8,45.0,2018,3.88,+17.17%,3.66,3.12,4.22,8.04,164.7,5.6,20.49,Ásia,0.0,Muito Baixo
Taiwan,7589,18421.0,2018,3.88,+17.17%,3.66,3.12,4.22,7627.14,67420.86,2.42,8.84,Ásia,0.25,Médio
Tanzânia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,2712,20980.0,2018,3.88,+17.17%,3.66,3.12,4.22,2725.63,76786.8,7.7,28.17,,0.28,Baixo
Togo,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,360,150.0,2018,3.88,+17.17%,3.66,3.12,4.22,361.81,549.0,0.41,1.52,Ásia,0.0,Muito Baixo
Tuvalu,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,7711,29617.0,2018,3.88,+17.17%,3.66,3.12,4.22,7749.75,108398.22,3.82,13.99,América do Sul,0.4,Médio
Vanuatu,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,71,355.0,2018,3.88,+17.17%,3.66,3.12,4.22,71.36,1299.3,4.97,18.21,América do Sul,0.0,Muito Baixo
Vietnã,0,0.0,2018,3.88,+17.17%,3.66,3.12,4.22,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
