Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Áustria,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Bahamas,1632,7457.0,2024,6.18,+27.46%,5.4,4.83,6.75,1640.2,40267.8,4.55,24.55,América do Norte e Central,0.09,Baixo
Bangladesh,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Barbados,773,580.0,2024,6.18,+27.46%,5.4,4.83,6.75,776.88,3132.0,0.75,4.03,América do Norte e Central,0.01,Baixo
Barein,178,1044.0,2024,6.18,+27.46%,5.4,4.83,6.75,178.89,5637.6,5.84,31.51,Ásia,0.01,Baixo
Bélgica,960,8334.0,2024,6.18,+27.46%,5.4,4.83,6.75,964.82,45003.6,8.64,46.64,Europa,0.1,Baixo
Belice,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Benin,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Bermudas,102,823.0,2024,6.18,+27.46%,5.4,4.83,6.75,102.51,4444.2,8.03,43.35,América do Norte e Central,0.01,Muito Baixo
Bolívia,20334,30293.0,2024,6.18,+27.46%,5.4,4.83,6.75,20436.18,163582.2,1.48,8.0,América do Sul,0.35,Alto
Bósnia-Herzegovina,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Brasil,96,244.0,2024,6.18,+27.46%,5.4,4.83,6.75,96.48,1317.6,2.53,13.66,América do Sul,0.0,Muito Baixo
Bulgária,18,184.0,2024,6.18,+27.46%,5.4,4.83,6.75,18.09,993.6,10.17,54.93,Europa,0.0,Muito Baixo
Cabo Verde,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Camarões,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Canadá,4320,35179.0,2024,6.18,+27.46%,5.4,4.83,6.75,4341.71,189966.6,8.1,43.75,América do Norte e Central,0.4,Médio
Catar,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Ilhas Cayman,180,591.0,2024,6.18,+27.46%,5.4,4.83,6.75,180.9,3191.4,3.27,17.64,América do Norte e Central,0.01,Baixo
Chile,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
China,34231,182595.0,2024,6.18,+27.46%,5.4,4.83,6.75,34403.02,986013.0,5.31,28.66,Ásia,2.09,Alto
Chipre,988,4308.0,2024,6.18,+27.46%,5.4,4.83,6.75,992.96,23263.2,4.34,23.43,Ásia,0.05,Baixo
Cingapura,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Ilhas Cocos,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Colômbia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Comores,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Congo,2340,3753.0,2024,6.18,+27.46%,5.4,4.83,6.75,2351.76,20266.2,1.6,8.62,África,0.04,Médio
Coréia do Sul,173,1050.0,2024,6.18,+27.46%,5.4,4.83,6.75,173.87,5670.0,6.04,32.61,,0.01,Baixo
Costa do Marfim,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Costa Rica,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Coveite (Kuweit),16,72.0,2024,6.18,+27.46%,5.4,4.83,6.75,16.08,388.8,4.48,24.18,,0.0,Muito Baixo
Croácia,23,44.0,2024,6.18,+27.46%,5.4,4.83,6.75,23.12,237.6,1.9,10.28,Europa,0.0,Muito Baixo
Cuba,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Curaçao,25146,50990.0,2024,6.18,+27.46%,5.4,4.83,6.75,25272.36,275346.0,2.02,10.9,,0.58,Alto
Dinamarca,11,185.0,2024,6.18,+27.46%,5.4,4.83,6.75,11.06,999.0,16.73,90.33,Europa,0.0,Muito Baixo
Dominica,947,4545.0,2024,6.18,+27.46%,5.4,4.83,6.75,951.76,24543.0,4.78,25.79,América do Norte e Central,0.05,Baixo
El Salvador,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Emirados Arabes Unidos,1688,8253.0,2024,6.18,+27.46%,5.4,4.83,6.75,1696.48,44566.2,4.86,26.27,,0.09,Baixo
Equador,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Eslováquia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Espanha,191,2062.0,2024,6.18,+27.46%,5.4,4.83,6.75,191.96,11134.8,10.74,58.01,Europa,0.02,Baixo
Estados Unidos,310410,648724.0,2024,6.18,+27.46%,5.4,4.83,6.75,311969.85,3503109.6,2.08,11.23,,7.41,Alto
Estônia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Filipinas,11514,27378.0,2024,6.18,+27.46%,5.4,4.83,6.75,11571.86,147841.2,2.37,12.78,Ásia,0.31,Médio
Finlândia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
França,3729,29768.0,2024,6.18,+27.46%,5.4,4.83,6.75,3747.74,160747.2,7.94,42.89,Europa,0.34,Médio
Gabão,5,18.0,2024,6.18,+27.46%,5.4,4.83,6.75,5.03,97.2,3.58,19.32,África,0.0,Muito Baixo
Gana,54828,91317.0,2024,6.18,+27.46%,5.4,4.83,6.75,55103.52,493111.8,1.66,8.95,África,1.04,Alto
Gibraltar,5,13.0,2024,6.18,+27.46%,5.4,4.83,6.75,5.03,70.2,2.58,13.96,Europa,0.0,Muito Baixo
Granada,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,617,2051.0,2024,6.18,+27.46%,5.4,4.83,6.75,620.1,11075.4,3.31,17.86,Europa,0.02,Baixo
Guatemala,7957,14268.0,2024,6.18,+27.46%,5.4,4.83,6.75,7996.98,77047.2,1.78,9.63,América do Norte e Central,0.16,Médio
Guiana,115884,349244.0,2024,6.18,+27.46%,5.4,4.83,6.75,116466.33,1885917.6,3.0,16.19,América do Sul,3.99,Alto
Guiana Francesa,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,2250,4279.0,2024,6.18,+27.46%,5.4,4.83,6.75,2261.31,23106.6,1.89,10.22,,0.05,Médio
Haiti,450690,713158.0,2024,6.18,+27.46%,5.4,4.83,6.75,452954.77,3851053.2,1.57,8.5,América do Norte e Central,8.15,Alto
Honduras,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,6696,30490.0,2024,6.18,+27.46%,5.4,4.83,6.75,6729.65,164646.0,4.53,24.47,,0.35,Médio
Hungria,14,27.0,2024,6.18,+27.46%,5.4,4.83,6.75,14.07,145.8,1.92,10.36,Europa,0.0,Muito Baixo
Ilha de Man,124,587.0,2024,6.18,+27.46%,5.4,4.83,6.75,124.62,3169.8,4.71,25.44,Europa,0.01,Baixo
Ilhas Virgens,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Indonésia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,32,132.0,2024,6.18,+27.46%,5.4,4.83,6.75,32.16,712.8,4.1,22.16,Europa,0.0,Muito Baixo
Itália,2431,11642.0,2024,6.18,+27.46%,5.4,4.83,6.75,2443.22,62866.8,4.77,25.73,Europa,0.13,Médio
Jamaica,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,29320,66956.0,2024,6.18,+27.46%,5.4,4.83,6.75,29467.34,361562.4,2.27,12.27,Ásia,0.77,Alto
Jordânia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,33273,144229.0,2024,6.18,+27.46%,5.4,4.83,6.75,33440.2,778836.6,4.31,23.29,Europa,1.65,Alto
Líbano,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,12024,38576.0,2024,6.18,+27.46%,5.4,4.83,6.75,12084.42,208310.4,3.19,17.24,África,0.44,Médio
Luxemburgo,72,832.0,2024,6.18,+27.46%,5.4,4.83,6.75,72.36,4492.8,11.5,62.09,Europa,0.01,Muito Baixo
Macau,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,6302,16586.0,2024,6.18,+27.46%,5.4,4.83,6.75,6333.67,89564.4,2.62,14.14,Europa,0.19,Médio
Ilhas Marshall,5628,23195.0,2024,6.18,+27.46%,5.4,4.83,6.75,5656.28,125253.0,4.1,22.14,Austrália/Oceania,0.27,Médio
Martinica,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,2277,7938.0,2024,6.18,+27.46%,5.4,4.83,6.75,2288.44,42865.2,3.47,18.73,América do Norte e Central,0.09,Médio
Moçambique,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,808,2052.0,2024,6.18,+27.46%,5.4,4.83,6.75,812.06,11080.8,2.53,13.65,África,0.02,Baixo
Noruega,309,2185.0,2024,6.18,+27.46%,5.4,4.83,6.75,310.55,11799.0,7.04,37.99,Europa,0.02,Baixo
Nova Caledônia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Omã,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,3074,22785.0,2024,6.18,+27.46%,5.4,4.83,6.75,3089.45,123039.0,7.38,39.83,Europa,0.26,Médio
Palau,30,320.0,2024,6.18,+27.46%,5.4,4.83,6.75,30.15,1728.0,10.61,57.31,Austrália/Oceania,0.0,Muito Baixo
Panamá,121432,97549.0,2024,6.18,+27.46%,5.4,4.83,6.75,122042.21,526764.6,0.8,4.32,América do Norte e Central,1.11,Alto
Paraguai,3705268,5121857.0,2024,6.18,+27.46%,5.4,4.83,6.75,3723887.44,27658027.8,1.38,7.43,América do Sul,58.53,Alto
Peru,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Porto Rico,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,26340,50923.0,2024,6.18,+27.46%,5.4,4.83,6.75,26472.36,274984.2,1.92,10.39,Europa,0.58,Alto
Quênia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,14780,106713.0,2024,6.18,+27.46%,5.4,4.83,6.75,14854.27,576250.2,7.18,38.79,Europa,1.22,Alto
República Dominicana,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,56,338.0,2024,6.18,+27.46%,5.4,4.83,6.75,56.28,1825.2,6.01,32.43,Europa,0.0,Muito Baixo
São Cristóvão e Névis,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,36608,68151.0,2024,6.18,+27.46%,5.4,4.83,6.75,36791.96,368015.4,1.85,10.0,África,0.78,Alto
Sérvia,10482,25379.0,2024,6.18,+27.46%,5.4,4.83,6.75,10534.67,137046.6,2.41,13.01,Europa,0.29,Médio
Singapura,4141,20048.0,2024,6.18,+27.46%,5.4,4.83,6.75,4161.81,108259.2,4.82,26.01,,0.23,Médio
Suazilândia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Suíça,2350,23791.0,2024,6.18,+27.46%,5.4,4.83,6.75,2361.81,128471.4,10.07,54.4,Europa,0.27,Médio
Suriname,27900,71483.0,2024,6.18,+27.46%,5.4,4.83,6.75,28040.2,386008.2,2.55,13.77,América do Sul,0.82,Alto
Tailândia,266,1910.0,2024,6.18,+27.46%,5.4,4.83,6.75,267.34,10314.0,7.14,38.58,Ásia,0.02,Baixo
Taiwan,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tanzânia,3,35.0,2024,6.18,+27.46%,5.4,4.83,6.75,3.02,189.0,11.59,62.58,África,0.0,Muito Baixo
República Tcheca,2273,20973.0,2024,6.18,+27.46%,5.4,4.83,6.75,2284.42,113254.2,9.18,49.58,,0.24,Médio
Togo,27630,48070.0,2024,6.18,+27.46%,5.4,4.83,6.75,27768.84,259578.0,1.73,9.35,África,0.55,Alto
Toquelau,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,64,199.0,2024,6.18,+27.46%,5.4,4.83,6.75,64.32,1074.6,3.09,16.71,,0.0,Muito Baixo
Tunísia,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,216,540.0,2024,6.18,+27.46%,5.4,4.83,6.75,217.09,2916.0,2.49,13.43,Ásia,0.01,Baixo
Tuvalu,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,36729,62325.0,2024,6.18,+27.46%,5.4,4.83,6.75,36913.57,336555.0,1.69,9.12,América do Sul,0.71,Alto
Vanuatu,0,0.0,2024,6.18,+27.46%,5.4,4.83,6.75,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,122922,199418.0,2024,6.18,+27.46%,5.4,4.83,6.75,123539.7,1076857.2,1.61,8.72,América do Sul,2.28,Alto
Vietnã,16,41.0,2024,6.18,+27.46%,5.4,4.83,6.75,16.08,221.4,2.55,13.77,Ásia,0.0,Muito Baixo
