Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Gana,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gibraltar,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Granada,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Guatemala,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Guiana,783,3654.0,2010,1.66,-4.79%,1.76,1.64,1.92,786.93,6431.04,4.64,8.17,América do Sul,0.14,Muito Baixo
Guiana Francesa,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,410,1015.0,2010,1.66,-4.79%,1.76,1.64,1.92,412.06,1786.4,2.46,4.34,,0.04,Muito Baixo
Haiti,2700,3750.0,2010,1.66,-4.79%,1.76,1.64,1.92,2713.57,6600.0,1.38,2.43,América do Norte e Central,0.14,Baixo
Honduras,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Hungria,540,4103.0,2010,1.66,-4.79%,1.76,1.64,1.92,542.71,7221.28,7.56,13.31,Europa,0.16,Muito Baixo
Ilha de Man,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Virgens,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Indonésia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,3969,42795.0,2010,1.66,-4.79%,1.76,1.64,1.92,3988.94,75319.2,10.73,18.88,Europa,1.65,Baixo
Itália,1458,4828.0,2010,1.66,-4.79%,1.76,1.64,1.92,1465.33,8497.28,3.29,5.8,Europa,0.19,Muito Baixo
Jamaica,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,112178,74628.0,2010,1.66,-4.79%,1.76,1.64,1.92,112741.71,131345.28,0.66,1.17,Ásia,2.88,Alto
Jordânia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Luxemburgo,7344,32549.0,2010,1.66,-4.79%,1.76,1.64,1.92,7380.9,57286.24,4.41,7.76,Europa,1.25,Médio
Macau,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Marshall,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Martinica,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Moçambique,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Noruega,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Nova Caledônia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Omã,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,87368,302182.0,2010,1.66,-4.79%,1.76,1.64,1.92,87807.04,531840.32,3.44,6.06,Europa,11.64,Alto
Palau,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Paraguai,510989,449197.0,2010,1.66,-4.79%,1.76,1.64,1.92,513556.78,790586.72,0.87,1.54,América do Sul,17.31,Alto
Peru,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,20464,95198.0,2010,1.66,-4.79%,1.76,1.64,1.92,20566.83,167548.48,4.63,8.15,Europa,3.67,Médio
Porto Rico,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,4577,18970.0,2010,1.66,-4.79%,1.76,1.64,1.92,4600.0,33387.2,4.12,7.26,Europa,0.73,Médio
Quênia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,123624,295690.0,2010,1.66,-4.79%,1.76,1.64,1.92,124245.23,520414.4,2.38,4.19,Europa,11.39,Alto
República Dominicana,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
São Cristóvão e Névis,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Sérvia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Suíça,2025,21600.0,2010,1.66,-4.79%,1.76,1.64,1.92,2035.18,38016.0,10.61,18.68,Europa,0.83,Baixo
Suriname,1836,1269.0,2010,1.66,-4.79%,1.76,1.64,1.92,1845.23,2233.44,0.69,1.21,América do Sul,0.05,Baixo
Tailândia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Taiwan,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tanzânia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,1091,5285.0,2010,1.66,-4.79%,1.76,1.64,1.92,1096.48,9301.6,4.82,8.48,,0.2,Muito Baixo
Togo,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tuvalu,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,914,2929.0,2010,1.66,-4.79%,1.76,1.64,1.92,918.59,5155.04,3.19,5.61,América do Sul,0.11,Muito Baixo
Vanuatu,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,0,0.0,2010,1.66,-4.79%,1.76,1.64,1.92,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vietnã,8820,9977.0,2010,1.66,-4.79%,1.76,1.64,1.92,8864.32,17559.52,1.13,1.98,Ásia,0.38,Médio
