Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Indonésia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Itália,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Jamaica,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,31597,87853.0,2015,3.96,+49.04%,3.34,2.55,4.25,31755.78,293429.02,2.77,9.24,Ásia,3.17,Médio
Jordânia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Luxemburgo,2295,17358.0,2015,3.96,+49.04%,3.34,2.55,4.25,2306.53,57975.72,7.53,25.14,Europa,0.63,Baixo
Macau,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Marshall,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Martinica,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Moçambique,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Nigéria,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Noruega,1058,6021.0,2015,3.96,+49.04%,3.34,2.55,4.25,1063.32,20110.14,5.66,18.91,Europa,0.22,Muito Baixo
Nova Caledônia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,809,3476.0,2015,3.96,+49.04%,3.34,2.55,4.25,813.07,11609.84,4.28,14.28,Austrália/Oceania,0.13,Muito Baixo
Omã,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,44987,186464.0,2015,3.96,+49.04%,3.34,2.55,4.25,45213.07,622789.76,4.12,13.77,Europa,6.73,Alto
Palau,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Paraguai,495428,741370.0,2015,3.96,+49.04%,3.34,2.55,4.25,497917.59,2476175.8,1.49,4.97,América do Sul,26.77,Alto
Peru,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,11654,42781.0,2015,3.96,+49.04%,3.34,2.55,4.25,11712.56,142888.54,3.65,12.2,Europa,1.54,Médio
Porto Rico,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,47736,42586.0,2015,3.96,+49.04%,3.34,2.55,4.25,47975.88,142237.24,0.89,2.96,Europa,1.54,Alto
Quênia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,68382,308407.0,2015,3.96,+49.04%,3.34,2.55,4.25,68725.63,1030079.38,4.49,14.99,Europa,11.14,Alto
República Dominicana,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,47664,18240.0,2015,3.96,+49.04%,3.34,2.55,4.25,47903.52,60921.6,0.38,1.27,Europa,0.66,Alto
São Cristóvão e Névis,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Sérvia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,1412,6404.0,2015,3.96,+49.04%,3.34,2.55,4.25,1419.1,21389.36,4.51,15.07,Europa,0.23,Muito Baixo
Suíça,15872,85790.0,2015,3.96,+49.04%,3.34,2.55,4.25,15951.76,286538.6,5.38,17.96,Europa,3.1,Médio
Suriname,453,713.0,2015,3.96,+49.04%,3.34,2.55,4.25,455.28,2381.42,1.57,5.23,América do Sul,0.03,Muito Baixo
Tailândia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Taiwan,7200,23940.0,2015,3.96,+49.04%,3.34,2.55,4.25,7236.18,79959.6,3.31,11.05,Ásia,0.86,Baixo
Tanzânia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,2297,15304.0,2015,3.96,+49.04%,3.34,2.55,4.25,2308.54,51115.36,6.63,22.14,,0.55,Baixo
Togo,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tuvalu,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vanuatu,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vietnã,0,0.0,2015,3.96,+49.04%,3.34,2.55,4.25,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
